excerpt_name,entry_id,lead_id,annotator,lang,project_title,created_at,document,source_title,author_title,excerpt,sectors,country_code
a2_330663,330663,55042,annotator2,en,IMMAP/DFS Bangladesh,2021-05-04 07:27:24.181325,https://www.gage.odi.org/wp-content/uploads/2021/04/Adolescents%E2%80%99-experiences-of-covid-19-in-Chittagong-and-Sylhet-divisions-Bangladesh.pdf,Overseas Development Institute,Unknown,"[30 April 2021, Bangladesh]According to the Asian Development Bank (ADB), Bangladesh’s economic growth rate decreased from 7% to 5.2% during lockdown (ADB, 2020) and, as a result, poverty levels – particularly in rural areas – have increased, leading to the emergence of a category of ‘new poor’ (Rahman et al., 2020). In response to the financial crisis induced by the pandemic, According to the Asian Development Bank (ADB), Bangladesh’s economic growth rate decreased from 7% to 5.2% during lockdown (ADB, 2020) and, as a result, poverty levels – particularly in rural areas – have increased, leading to the emergence of a category of ‘new poor’ (Rahman et al., 2020). In response to the financial crisis induced by the pandemic, the government has expanded social protection programmes, distributed stimulus packages and supplied relief to vulnerable categories of the population (Bacil and Soyer, 2020). The education sector has also been seriously affected, with the closure of all educational institutions from 17 March 2020. While schools are anticipated to reopen on 30 March 2021 (Dhaka Tribune, 2021), the persistence of school closures has taken a toll on adolescents’ education and learning.While schools are anticipated to reopen on 30 March 2021 (Dhaka Tribune, 2021), the persistence of school closures has taken a toll on adolescents’ education and learning.",['Education' 'Livelihoods'],BD
a1_334908,334908,55774,annotator1,en,IMMAP/DFS Bangladesh,2021-05-18 08:08:04.028810,https://reliefweb.int/sites/reliefweb.int/files/resources/bcf29d656a8d5984f4c8ffe40908514aad85d.pdf,NIRAPAD,Unknown,"[6 April, 2021, Bangladesh] Nor’wester: According to NDRCC report and national dailies, In April, in total six nor’wester took place in different parts of the country. In April 3, Nor’wester blew over Kurigram district in which 1 person died. In April 4, Nor’wester blew over 4 upazilas of Gaibandha district in which 10 person died and caused a great damage to kacha houses, electric poles and tress, in Kishoreganj district, Nor’wester affected 13 upazilas which caused huge damage to 25,325 Hactor Boro rice field, in Faridpur district 2 people died and in Jamalpur district 10 villages were affected. 6 upazilas of Jhenaidaha district were affected due to Nor’wester on April 4 which causes damage to 117 Hactor Rice field. Nor’wester also affected Sunamganj, Lalmonirhat, Kurigram, Bhola, Dhaka and Sirajganj districts in different dates of the month in which 1 person died and caused damage to houses, crops, tress and electric poles.",['Logistics' 'Agriculture' 'Cross' 'Shelter'],BD
a1a2_357622,357622,58416,annotator1,en,IMMAP/DFS Bangladesh,2021-06-28 09:06:23.821907,https://fscluster.org/sites/default/files/documents/joint_environment_assessment_of_the_fire-affected_camps_report_june_2021.pdf,fscluster,Unknown,"[22 June 2021, Cox's Bazar] On 22 March 2021, a fire broke out in Camp 8W at around 15:00 and quickly spread to camps 8E and 9. The fire was contained in the early hours of 23 March. According to an Initial Rapid Joint Needs Assessment conducted by the Inter -Sector Coordination Group (ISCG), 48,300 individuals were directly affected and a further 92,000 individuals impacted.1 Infrastructure, including latrines, water points, shelters, health and education facilities, across the three camps were damaged, with Camp 9 sustaining the most damage. Overall, a total of 75 hectares of land was impacted by the fire, thus transforming the landscape.",['WASH' 'Health' 'Cross' 'Education' 'Shelter'],BD
a1a3_295505,295505,52402,annotator3,en,IMMAP/DFS Bangladesh,2021-03-30 05:25:28.062997,https://reliefweb.int/sites/reliefweb.int/files/resources/210328_wash_sector_guidance_note_fire_response_v1.pdf,ReliefWeb,Unknown,"[1-28th March 2021, Cox's Bazar] In affected camps (8E, 8W, 9) • Emergency repair interventions to damaged latrines and bathing shelters: replacement of slabs/satopan when needed, replacement of latrines superstructure with simple tarpauline/bamboo or wooden timbers. • Emergency hand washing stations to be installed in the proximity of latrines; recommended to have some daily workers to refill the handwashing stations and to provide soap (subsidized activity) 
In the camps affected by influx • Speed up the maintenance of existing latrines and bathing places • (if hosted HH will stay for long period in displacement) foresee increase of desludging activities.",['WASH'],BD
a1a3_295508,295508,52402,annotator3,en,IMMAP/DFS Bangladesh,2021-03-30 05:25:29.077714,https://reliefweb.int/sites/reliefweb.int/files/resources/210328_wash_sector_guidance_note_fire_response_v1.pdf,ReliefWeb,Unknown,"[1-28th March 2021, Cox's Bazar] In affected camps (8E, 8W, 9) • Given the disruption of the SWM facilities, partners to start planning the replenishment of HH bins and the rehabilitation of SWM collection site (this is a low-priority at the moment); • SMEP/WFP and UNDP are managing debris collection and disposal, with modalities shared and communicated to WASH partners; trips to the landfill to be coordinated with UNDP/BRAC team in advance at 01813172565 (Rayan). In the camps affected by influx • Camps are at the moment targeted by distributions and, as such, an exceptional amount of waste is expected to be produced in the next days/weeks; SWM messages of non-littering and segregation to be enforced; SWM secondary pits to be monitored;",['WASH'],BD
a2_295501,295501,52400,annotator2,en,IMMAP/DFS Bangladesh,2021-03-30 05:24:38.733363,https://reliefweb.int/sites/reliefweb.int/files/resources/Bangladesh%20-%20Cox%E2%80%99s%20Bazar%20Camp%20Settlement%20Fire%20-%20Emergency%20Plan%20of%20Action%20%28EPoA%29%20DREF%20Operation%20n%C2%B0MDRBD026.pdf,ReliefWeb,Unknown,"[26 March 2021, Bangladesh: Cox’s Bazar] The fire originated from block D in Camp 8W at about 3.00pm local time on 22 March 2021. The frequent wind flow made the fire spread quickly to other camps comprising camps 8E, 9, and 10, completely razing a huge amount of infrastructure – these included shelters, mosques, community centres, learning centres, service centres, shops, LPG (liquefied petroleum gas) storage sheds and Camp-in-Charge (CiC) offices. The fire was put out in three camps (8E, 8W and 9) around 9.45 PM the same day (22 March 2021), and at 1:00 am on 23 March in Camp 10, by the Fire Service and Civil Defence (FSCD) teams with support from the Cyclone Preparedness Programme (CPP) volunteers and BDRCS staff (Population Movement Operation (PMO) and Myanmar Refugee Relief Operation1 ). Due to the threat of the fast-moving fire, families living in seven adjacent camps were also evacuated to safer ground.",['Education' 'Cross' 'Shelter' 'Food Security'],BD
a2a3_295634,295634,52400,annotator3,en,IMMAP/DFS Bangladesh,2021-03-30 05:57:21.928243,https://reliefweb.int/sites/reliefweb.int/files/resources/Bangladesh%20-%20Cox%E2%80%99s%20Bazar%20Camp%20Settlement%20Fire%20-%20Emergency%20Plan%20of%20Action%20%28EPoA%29%20DREF%20Operation%20n%C2%B0MDRBD026.pdf,ReliefWeb,Unknown,"[26 March 2021, Bangladesh: Cox’s Bazar] The fire originated from block D in Camp 8W at about 3pm on 22 March 2021. The frequent wind flow made the fire spread quickly to other camps comprising camps 8E, 9, and 10, completely razing a huge amount of infrastructure – these included shelters, mosques, community centres, learning centres, service centres, learning facilities, shops, LPG storage sheds and Camp-in-Charge (CiC) offices. The fire was put out in three camps (8E, 8W & 9) around 9.45 PM the same day (22 March 2021), and at 1:00 AM on 23rd March in Camp 10, by the Fire Service and Civil Defense (FSCD) teams with support from CPP volunteers and BDRCS staff (Population Movement Operation and Myanmar Refugee Relief Operation) and fully controlled in after 1:00 AM on 23rd March.",['Cross' 'Education' 'Shelter' 'Food Security'],BD
a2_412824,412824,63488,annotator2,en,IMMAP/DFS Bangladesh,2021-08-26 10:44:12.751151,http://www.brac.net/program/wp-content/uploads/2021/08/Rapid-Assessment-on-Impact-of-COVID-19-on-Essential-Health-Services-in-Bangladesh-Report.pdf,BRAC,Unknown,"[8 August 2021, Bangladesh] 3.7 Experience in seeking health services for chronic diseases A considerable number of patients with chronic diseases needed emergency treatment during the pandemic: Among the surveyed households 22.1% of households’ members took treatment for chronic diseases. People from urban areas got more services for chronic diseases, compared to rural level people (23.8% vs. 20.9%). The most common types of health services taken by the patients with chronic diseases were conducting regular check-ups (69.3%), conducting the diagnostic test (54.2%) and 15.3% of them sought emergency treatment. The remaining patients with chronic diseases sought healthcare services including therapy, surgery, post-operative check-up etc",['Health'],BD
a2_412648,412648,63488,annotator2,en,IMMAP/DFS Bangladesh,2021-08-26 10:08:00.203038,http://www.brac.net/program/wp-content/uploads/2021/08/Rapid-Assessment-on-Impact-of-COVID-19-on-Essential-Health-Services-in-Bangladesh-Report.pdf,BRAC,Unknown,"[8 August 2021, Bangladesh] One in ten households reported problems in accessing general healthcare services during the pandemic: The respondents were asked whether they faced any problem during the lockdown in accessing general healthcare services. One in ten households (9.9%) stated that they faced problems during getting treatment from hospitals. The problems include lack of sufficient doctors (70.2%), lack of sufficient nurse (39.6%), lack of medical equipment (38.8%), lack of medicine (38.0%), lack of beds (26.1%) and higher fees of doctors (20.4%). They also faced the unwillingness of doctors to provide treatment (23.3%), the unwillingness of hospitals to admit patients (20.0%) and bribery (13.9%). People from rural areas complained more about the lack of doctors (75.0% vs. 63.8%) and nurses (42.9% vs. 35.2%), adequate medical equipment (40.0% vs. 37.1%), beds (29.3% vs. 21.9%) and increase of doctor’s fees (23.6% vs.16.2%) compared to people from urban areas",['Health'],BD
a1a3_412617,412617,63488,annotator3,en,IMMAP/DFS Bangladesh,2021-08-26 09:54:29.298247,http://www.brac.net/program/wp-content/uploads/2021/08/Rapid-Assessment-on-Impact-of-COVID-19-on-Essential-Health-Services-in-Bangladesh-Report.pdf,BRAC,Unknown,"[8 August 2021, Bangladesh] 3.3 Experience of seeking regular healthcare services during the pandemic: More than half of the households reported sickness of their family members during the pandemic: Among all the respondents, about 60.8% reported that they or their family members fell into sickness at least once from April to August. The most common diseases or sickness experienced by the respondents and their family members during the lockdown period are common cold (72.4%), common fever (71.8%), high blood pressure (14.8%), diabetes (12.9%) and hypertension (8.0%). This is to mention that 2.1% of households had coronavirus infected patients. Among the family members who fell into sickness during the lockdown were mostly aged between 20 and 60. Within this age group, female household members were more affected by different diseases than their male counterparts—male in 55.1% households compared to female in 64.6% households.",['Health'],BD
a2a3_412766,412766,63488,annotator3,en,IMMAP/DFS Bangladesh,2021-08-26 10:27:46.355303,http://www.brac.net/program/wp-content/uploads/2021/08/Rapid-Assessment-on-Impact-of-COVID-19-on-Essential-Health-Services-in-Bangladesh-Report.pdf,BRAC,Unknown,"[8 August 2021, Bangladesh] Around one-third of delivery carried out at home: Among the surveyed households, 106 babies were born during the pandemic situation. Half of the delivery was carried out in private clinics and around one-third of delivery (29%) was done at home. In 23% of cases, people went to government-owned health facilities such as Upazila health complexes (13%), medical college hospitals (5%) and union family planning centres (3%). In the national data, the percentage of delivery at non-institutional places is 46.4% (Unicef, 2019). The huge difference in the findings with the national data was probably the result of a small sample size.",['Health'],BD
a2_336798,336798,56055,annotator2,en,IMMAP/DFS Bangladesh,2021-05-20 06:00:34.784187,https://www.nrc.no/news/2021/may/calling-for-global-community-to-support-rohingya-refugees/,Norwegian Refugee Council,Unknown,"[18 May, 2021, Cox's Bazar] Refugee: For four years, refugees have been surviving off of food aid, basic healthcare, water and sanitation, and protection services, and living in temporary shelters made of flimsy and highly flammable tarpaulin and bamboo. These 884,041 women, men, girls and boys deserve more. The more than 440,000 Rohingya children are quickly becoming ‘a lost generation.’ Girls and boys are without access to formal and accredited education and their parents do not have access to livelihood opportunities, both of which would allow them a semblance of dignity and the ability to integrate more easily into society when the conditions are safe to return.",['Shelter' 'Education' 'Livelihoods'],BD
a2_362101,362101,59014,annotator2,en,IMMAP/DFS Bangladesh,2021-07-12 10:15:06.101502,https://www.dhakatribune.com/bangladesh/2021/07/11/covid-vaccine-1st-dose-takers-can-no-longer-change-centres-for-2nd-dose,dhakatribune,Unknown,"[11th July 2021, Bangladesh] Citizens who have received their first Covid vaccine jab can no longer change the designated hospitals or vaccination centres for their second dose. People can then go to their chosen vaccine centre on the specific day mentioned in the SMS and get vaccinated, the official added. He said that attempts to get vaccinated before or after the scheduled date would create a lot of complications as the information might not reach the health directorate’s database. “And if this happens, the vaccine takers may face problems during their second dose or to secure a vaccination certificate,” Dr Shamsul added.",['Health'],BD
a3_347529,347529,56978,annotator3,en,IMMAP/DFS Bangladesh,2021-06-02 06:07:51.120144,https://cdn.who.int/media/docs/default-source/searo/bangladesh/bangladesh---rohingya-crisis---pdf-reports/sitreps/2021/who-cox-s-bazar-situation-report-10.pdf?sfvrsn=7e8549ba_7,World Health Organization,Unknown,"[10-23 may, 2021, Cox's Bazar]Refugee/Host: Since the onset of the outbreak in 2017, Diphtheria surveillance is ongoing in the camps. The total number of diphtheria cases reported is 9274 to date (3016 in 2017; 5330 in 2018; 614 in 2019; 226 in 2020 and 88 as of week 20, 2021). In total, 9029 cases were reported in the camps and 245 from the host community, with 47 deaths registered in the refugee camps and none in the host community. While the first Diphtheria case was detected on 10 November 2017, the first death occurred on 29 December 2017 and the last death on 25 October 2019.",['Health'],BD
a1a3_363058,363058,59117,annotator3,en,IMMAP/DFS Bangladesh,2021-07-15 03:10:46.797754,https://www.dhakatribune.com/bangladesh/2021/07/13/covid-19-lockdown-restrictions-eased-ahead-of-eid,dhakatribune,Unknown,"[13th July 2021, Bangladesh] Some of the major restrictions to be imposed from July 23 to August 5 are: * All government, semi-government, autonomous and private offices will be closed; * Road, rail and waterways public transport (including domestic flights) and all types of motorized vehicles will be suspended; * Shops, including malls and markets. will remain closed; * All public gatherings such as social (wedding ceremonies, birthdays, picnics, parties, etc), political and religious ceremonies will be banned; *People cannot leave their homes, except in case of emergencies, such as to buy medicine and daily essentials, to seek medical care, Covid vaccination, or to conduct funerals for the dead. Legal action will be taken against violators; * Government officials will remain at their workstations and conduct official activities virtually; * Trucks/lorries/covered vans/cargo vessels used for transportation of goods will be exempted from the ban; * Kitchen markets and stores selling daily essentials can remain open from 9am to 3pm; * Eateries and restaurants will be open for takeaways from 8am to 8pm; * International flights will continue and passengers will be able to travel via car by showing their international travel tickets; * Tourist attractions, resorts, community centres, and recreation centres will remain closed; * All kinds of factories will remain closed.",['Logistics' 'Cross'],BD
a2_331180,331180,55216,annotator2,en,IMMAP/DFS Bangladesh,2021-05-05 11:35:17.948008,https://api.godocs.wfp.org/api/documents/WFP-0000126934/download/,World Food Programme,Unknown,"[March 2021, Cox's Bazar] Mixed price trends observed across commodities, with soybean oil, onions and red chilli prices rising significantly from February due to higher transportation cost, seasonality and unavailability in some markets, among other factors. • Vegetable oil price was the most volatile, with the government intervening to regulate the price. The steady increase in prices is attributed to shortage of raw materials in the country and increased prices in the international market. Current prices are up to 30 percent above quarter 1 2020 prices. • Rice prices have also been increasing steadily from the second half of 2020 to early part of 2021, driven by draw down in stock levels. Shortfall in production due to severe flooding in June/July 2020 and low import volumes contributed to tight supplies amidst increased demand, pushing prices up. • Although rice prices stabilized in March, they remain elevated and up to 60 percent above Q1 2020 prices. While more imports are expected, prices are unlikely to come down significantly until mid-2021, when Boro harvest is expected to reach the market. • Red lentil prices remained fairly stable from mid-2020, thanks to adequacy in stock levels through imports. According to Bangladesh Bureau of Statistics, lentils imports in the second half of 2020 was 58 percent higher than same period in 2019. However, marginal price increases were observed in some remote markets moving into March 2021. • Prices of onion and red chilli, continue an upward trend since mid-February. Before then, onion prices had registered a steady decline supported by ample import levels. While imports from India remain active, reports of collusion and hoarding by traders and anticipated demand surge during Ramadan could be keeping the prices high.",['Food Security'],BD
a2_309932,309932,53311,annotator2,en,IMMAP/DFS Bangladesh,2021-04-19 08:08:32.288622,https://reliefweb.int/sites/reliefweb.int/files/resources/BGD_PoE_dashboard_March2020_Feb2021.pdf,"Displacement Tracking Matrix, IOM",Unknown,"[11th April 2021, Bangladesh] In February 2021, the DTM REMAP team in Bangladesh assessed 23 PoEs. The most common type of PoE reported was land borders (12), followed by airports (8) and blue borders (3). Internal transit points are not taken into account for analysis in this snapshot. During the PoE reporting period (April 2020 - February 2021), the number of assessed PoEs in Bangladesh increased from 19 to 231 PoEs. The status of the PoEs changed notably. None of the PoEs were fully operational at the beginning of the assessment. However, by February 2021, 10 PoEs were fully operational, nine were partially operational, three were fully closed and one was unknown.",['Logistics'],BD
a1_385363,385363,60715,annotator1,en,IMMAP/DFS Bangladesh,2021-07-26 08:27:25.356298,https://cdn.who.int/media/docs/default-source/searo/bangladesh/bangladesh---rohingya-crisis---pdf-reports/sitreps/2021/who-cox-s-bazar-situation-report-14.pdf?sfvrsn=edbb2cd4_23,World Health Organization,Unknown,"[5-18 July 2021, Cox's Bazar] Host/Refugee: Since 1 May 2021, there have been 107 cases (88 from Rohingya refugees and 19 from host community) of AWD that have test-ed positive by Rapid Diagnostic Tests (RDTs)/bacteriological culture confirmed cases for cholera (data as of 18 July 2021) bringing the total to 127 (95 from Rohingya refugees and 32 from host community) in 2021. Of the 107 cases, 40 (35 from Rohingya refugees and 5 from host community) have been culture confirmed. In the past three weeks (week 26-28) the total number of culture confirmed cases was 20.",['Health'],BD
a3_388822,388822,61184,annotator3,en,IMMAP/DFS Bangladesh,2021-08-02 05:48:40.974132,https://www.dhakatribune.com/bangladesh/2021/07/31/dengue-wreaking-havoc-in-bangladesh-amid-pandemic,dhakatribune,Unknown,"[31st July 2021, Bangladesh] This year, in Bangladesh all dengue patients (100%) are being infected with DEN-3, a variant of the dengue virus which can increase mortality risk, according to IEDCR. In previous years, Bangladesh witnessed outbreaks of DEN-1 and DEN-2 variants but this year DEN-3 is more prevalent. A few Den-3 variant cases were found in Bangladesh for the first time in December 2017. Some were also found in 2018, but it was not significant. However, 90% dengue cases in 2019 were of this variant, Dr Tahmina Shirin said. She added that the DEN-3 and DEN-4 variants were considered fatal and cause plasma leakage, shortness of breath, and organ damage in patients.",['Health'],BD
a2_394019,394019,62437,annotator2,en,IMMAP/DFS Bangladesh,2021-08-11 05:40:24.458048,https://www.dhakatribune.com/bangladesh/2021/08/09/shattered-by-covid-bangladesh-now-awaits-a-dengue-blow,dhakatribune,Unknown,"[9th August 2021, Bangladesh] Bangladesh started seeing an uptrend in dengue cases from June with the advent of monsoon. Since August 1, the country has been seeing over 200 dengue cases every day. Some 2,286 dengue cases were reported in the month of July alone, according to the Directorate General of Health Services (DGHS). According to official statistics, 101,354 dengue cases and 179 deaths were recorded in Bangladesh in 2019, the worst the country has ever experienced. About 50,974 people were infected with dengue in August 2019 though only 50,166 dengue cases were recorded in the previous 18 years from 2000 to 2018.",['Health'],BD
a1_490043,490043,67394,annotator1,en,IMMAP/DFS Bangladesh,2021-09-23 09:06:51.326374,https://cdn.who.int/media/docs/default-source/searo/bangladesh/bangladesh---rohingya-crisis---pdf-reports/sitreps/2021/who-cox-s-bazar-situation-report-17.pdf?sfvrsn=4be4220_13,World Health Organization,Unknown,"[26th- 29th August 2021, Cox's Bazar] Both Refugee and Host:  Currently, 641 beds are functional in 13 Severe Acute Respiratory Infection Isolation and Treatment Centers (SARI ITCs) in the camps with provision of oxygen to assist both the Rohingya refugee population and the nearby host communities of Cox’s Bazar. The bed occupancy of these SARI ITCs is 54% at the end of the reporting period. Moreover, the capacity of general isolation beds in the district is 517. The Intensive Care Unit/High Dependency Unit (ICU/HDU) at the Cox’s Bazar Sadar Hospital has a capacity of 43 beds for severe and critical patients. During the past weeks, an increase in the bed occupancy at the ICU has been observed, indicating the increased demand of hospitalization due to severe disease presentation at admission.",['Health'],BD
a2_493840,493840,67504,annotator2,en,IMMAP/DFS Bangladesh,2021-09-29 08:56:22.513495,https://reliefweb.int/sites/reliefweb.int/files/resources/Rohingyar%20Hobor-%20Faani%20Uda_Rising%20Waters_0.pdf,International Organization for Migration,Unknown,"[April to July 2021, Cox's Bazar] Despite the continued increase in the number of affected households each year as result of smallscale weather-related incidents, the 2019, 2020 and 2021 monsoon seasons are within normal range for monthly cumulative rainfall, according to the Bangladesh Meteorological Department. Although observed rainfall in July 2021 was higher than July 2020 and there was increase in the number of low pressures recorded, April to July in 2021 was also classified as ‘Normal’.14 Though a classification of “normal” does not reflect the intensity of the rainfall events, if damages reported between the 27th to the 31st of July were removed, there is still a higher number of affected households reported between April to July 2021 than recorded in the same period in 2018, 2019 and 2020. There have also been comparable incidents of heavy rains recorded in previous monsoon seasons that did not record the level of impact as the most recent event. Therefore, shelter damages cannot solely be attributed to heavier than average rainfall and may be due to other reasons.",['Shelter'],BD
a1a3_493837,493837,67504,annotator3,en,IMMAP/DFS Bangladesh,2021-09-29 08:56:21.855073,https://reliefweb.int/sites/reliefweb.int/files/resources/Rohingyar%20Hobor-%20Faani%20Uda_Rising%20Waters_0.pdf,International Organization for Migration,Unknown,"[April to July 2021, Cox's Bazar] In total, half of household respondents (51%) believe that they have less access to adequate healthcare than they need and 25% report no access to adequate healthcare services. Some believe that the health facility in their area is not open due to COVID-19 restrictions. Transportation to large clinics was extremely difficult for family members with sick relatives. Many people described carrying patients’ long distances because there was no tomtoms available during COVID-19 restrictions and having to negotiate their way through various checkpoints when traveling between the camps to reach the large primary health clinics or hospitals. In addition, seeking permission to leave the camps to access more specific treatment or more specialised diagnosis in the large hospitals in Cox’s Bazar was reportedly more difficult and expensive because of the lockdown. Resultingly, all research locations reported that there were people going into debt to ensure their access to private clinics that they believe will help them. Only 22 out of the 243 households surveyed reported not spending any money on medication within the reporting period (see economy section).",['Health'],BD
a1_493907,493907,67504,annotator1,en,IMMAP/DFS Bangladesh,2021-09-29 10:36:01.047813,https://reliefweb.int/sites/reliefweb.int/files/resources/Rohingyar%20Hobor-%20Faani%20Uda_Rising%20Waters_0.pdf,International Organization for Migration,Unknown,"[April to July 2021, Cox's Bazar] Households’ relationship with humanitarians suffered because of the COVID-19 mitigation and containment measures. The reduction in humanitarian presence means that many households reported little to no interaction with humanitarian responders and a general lack of awareness about which agencies are working. The majority of respondents (60%) reported humanitarian behaviours as “okay.” However, 20% of respondents reported humanitarian behaviour as worsening over three months since April 2021. In addition, 9% of respondents reported seeing humanitarian responders behaving badly, abusing, or harassing a woman or girl within the past three months. Households with a community leader or family member that can speak a language other than Rohingya were more likely to report a deterioration in humanitarian behaviour. Almost half (45%) of respondents had made a complaint about services in the last three months. Households who spoke Chittagonian or English were more likely to submit complaints. However, 56% stated that their problem was not resolved and another 30% stated that they are still waiting for a response. The inability to respond to household complaints and the reduced humanitarian presence and operational access has contributed to a general deterioration of trust in humanitarians, many respondents in the qualitative consultations expressed disappointment and frustration towards humanitarians because of their failure to respond to their concerns. general deterioration of trust in humanitarians, many respondents in the qualitative consultations expressed disappointment and frustration towards humanitarians because of their failure to respond to their concerns.",['Protection'],BD
a3_494381,494381,68278,annotator3,en,IMMAP/DFS Bangladesh,2021-09-30 10:10:57.483369,https://cdn.who.int/media/docs/default-source/searo/bangladesh/covid-19-who-bangladesh-situation-reports/who_ban_sitrep_83_20210927.pdf?sfvrsn=6af54aed_9,World Health Organization,Unknown,"[27th September 2021, Bangladesh] More than 105 000 ANC-1 services were provided by the public health facilities in Bangladesh in August 2021. The ANC1 service utilization in August 2021 observed a good recovery after a continued low level in Q2. But at the same time, utilization is still 32% lower than what was provided in the same month in 2019 (Pre-COVID19 situation). Aggressive strategies should be continued in order to maintain essential services like ANC services during the ongoing COVID-19 pandemic. Public health facilities provided about 56 000 PNC-1 services in August 2021 which is 53.4% more than July 2021. The utilization of PNC services was also increased by 9% compared to August 2020. But as compared to the same month in 2019 (Pre-COVID19 situation), PNC service utilization is still at 26% lower. Although there is an increasing trend observed after relaxation in lockdown, there is still a long way to go. Scaling up the quality of PNC services is key to reduce maternal and neonatal deaths in Bangladesh.",['Health'],BD
a1_344654,344654,56614,annotator1,en,IMMAP/DFS Colombia,2021-05-28 12:29:06.351272,https://reliefweb.int/sites/reliefweb.int/files/resources/60ad9f544_0.pdf,ReliefWeb,Unknown,"The displaced population has suffered abuse in all its forms, with psychologi- cal abuse being the most relevant (16%). In general, in the mixed movements in this coun- try, there are no percentages of abuse higher than 5%, a favourable aspect, although this contrasts with the high percentage of people who have felt discriminated against (52%). It is possible, on the one hand, that the people in- terviewed do not see discrimination as a form of abuse and, on the other, that they do not want to express the type of abuse out of fear or shame, which implies exposing the difcult situations they face.",['Protection'],CO
a3_344594,344594,56614,annotator3,en,IMMAP/DFS Colombia,2021-05-28 11:47:43.268452,https://reliefweb.int/sites/reliefweb.int/files/resources/60ad9f544_0.pdf,ReliefWeb,Unknown,"More than a third of the population lives in a single room (36%) and half of the popu- lation shares a room with one or two other people (51%); to a lesser extent, they were in overcrowded conditions, sharing a room with three or more people (13%). Overcrowding among the displaced population in Honduras is worrying, reaching a third of the population (34%), and among refugees or asylum-seekers in Colombia, which exceeds half of the popu- lation (57%), as well as among migrants, who in this country exceed a ﬁfth of the population (22%), similar to the percentage of refugees or asylum-seekers in Peru (20%).",['Shelter'],CO
a3_294719,294719,52363,annotator3,en,IMMAP/DFS Colombia,2021-03-29 13:57:40.927764,https://reliefweb.int/sites/reliefweb.int/files/resources/GIFMM%20Colombia%20-%20COVID-19%20Joint%20Needs%20Assessment%2C%20December%202020.pdf,ReliefWeb,Unknown,"HEALTH 43%of households report that at least one member of their household has needed some medical treatment in the 30 days before data collection. Of these households, 49% reported that they have had difficulty accessing medical treatment. Main constraints include not being affiliated with the health system (reported by 56% of households), the high cost of services and medicines (51%) and the lack of documentation. 80% of the household members are not affiliated to the health system. 16% of children aged 0 to 6 have not been vaccinated. 24% of the people interviewed indicated that, during the 30 days prior to the survey, a member of the household had presented needs related to sexual and reproductive health services. There are large gaps between the need for sexual and reproductive health and the availability of these services. For instance, 35% of the households reporting that they were in need of contraceptive services (7% of the total households) were unable to access these services. 41% of those interviewed mentioned that one or more members of their household had experienced symptoms of anxiety, reduced sleep or crying episodes in the seven days prior to data collection. In terms of mental health, there was a 12 percentage point increase in households that reported at least one symptom such as anxiety, crying episodes or reduced sleep, which could point to a deteriorating mental health situation.",['Health'],CO
a3_295058,295058,52363,annotator3,en,IMMAP/DFS Colombia,2021-03-29 18:43:22.611220,https://reliefweb.int/sites/reliefweb.int/files/resources/GIFMM%20Colombia%20-%20COVID-19%20Joint%20Needs%20Assessment%2C%20December%202020.pdf,ReliefWeb,Unknown,"Gynecology services were required by the 10% of the interviewed households, but of these households, 58% could not access the service; 7% of the households expressed needs related to contraceptive services, of these 35% could not access the service; 6% of the households required attention for pregnant women, of these 31% mentioned that they did not access the service; and finally 4% expressed needs in condoms or other actions in prevention and treatment of sexually transmitted infections (STI) and/or HIV, of these households 25% could not access the service. Graph 49 details the gaps in access to these services at the departmental level.",['Health'],CO
a2_339357,339357,56117,annotator2,en,IMMAP/DFS Colombia,2021-05-24 16:22:07.342230,https://reliefweb.int/sites/reliefweb.int/files/resources/playwellsapproachtoeducationalaudiocontentcreation.pdf,ReliefWeb,Unknown,"When asked why respondents selected these SEL skill areas as most important, the following points were raised consistently: 1. Psychological and social emotional processes must be strengthened first, in order to advance cognitive processes. The relationship with oneself and with others is critical to social integration and development of effective ties and support networks. 2. Children in social exclusion settings often have emotional challenges and diminished self-esteem that affects the way they learn, so interventions should focus on those aspects first to maximize learning potential. Refugee and migration experiences without support can be traumatizing for children and lead to high levels of stress. Without resources and skills to cope with these experiences, children's development and long-term outcomes may suffer. Emotion, identity and social skills protect against these negative effects and contribute to mental health.",['Health'],CO
a1_292077,292077,52007,annotator1,en,IMMAP/DFS Colombia,2021-03-26 15:14:35.450289,http://www.fao.org/3/cb3672en/cb3672en.pdf,Food and Agriculture Organization of the United Nations,Unknown,"Maize and wheat prices increased in the November 2020 to January 2021 period In line with seasonal trends, prices of yellow maize increased between November 2020 and January 2021 in the key maize producing countries. In Argentina and Brazil, concerns over the impact of dry weather conditions on yields of the 2021 crops amplified seasonal price increases of yellow maize, which were also well above their year-earlier levels on account of large export sales in 2020/21. Similarly, in Uruguay, prices increased sharply in December 2020 and January 2021 supported by unfavourable yield prospects. In the same period, maize prices also increased seasonally in Ecuador. In Peru, prices have been rising since August 2020 and by January 2021 were nearly 30 percent higher on a yearly basis, due to the effects of a reduced 2020 harvest and smaller import quantities in the last quarter of 2020. By contrast, in Colombia, prices declined in January as newly harvested crops from the second season and substantial imports in the September-November period boosted domestic supplies.",['Agriculture' 'Food Security'],CO
